Title,IMDBRating,IMDBRatingCount,ReleaseDate,RunTime,UserCount,CriticCount,Metascore,Budget,Opening,GrossUSA,GrossIntl,Country,Awards,Genres,MPAA,ProdCo,Stars,Noms,Wins,ActNoms,ActWins,ActAwards,ActCreds,ReleaseMonth,ReleaseYear,Comps
Crocodile Dundee in Los Angeles (2001),4.8,21558,2001-04-20,92.0,119.0,72.0,37.0,21150000.0,7714362.0,25635682.0,39438674.0,Australia,3.0,"Adventure, Comedy, Crime",PG,"Other, Other, Other","Paul Hogan, Linda Kozlowski, Jere Burns",2.0,1.0,3.0,2.333333333333333,5.333333333333333,70.66666666666667,4.0,2001.0,39.0
The Other Side of Heaven (2001),6.5,3570,2002-04-12,113.0,82.0,26.0,38.0,7000000.0,55765.0,4720371.0,4760014.0,USA,1.0,"Adventure, Biography, Drama",PG,"Other, Other","Christopher Gorham, Anne Hathaway, Joe Folau",0.0,1.0,35.666666666666664,22.33333333333333,58.0,118.66666666666669,4.0,2002.0,38.0
Dr. Dolittle 2 (2001),4.7,37708,2001-06-22,87.0,82.0,90.0,49.0,70000000.0,25037039.0,112952899.0,176104344.0,USA,9.0,"Comedy, Family, Fantasy",PG,"Twentieth Century Fox, Davis Entertainment, Other","Eddie Murphy, Cedric the Entertainer, Kristen Wilson",6.0,3.0,44.0,20.0,64.0,321.0,6.0,2001.0,33.0
Glitter (2001),2.2,20371,2001-09-21,104.0,313.0,71.0,14.0,22000000.0,2414596.0,4273372.0,5271666.0,USA,13.0,"Drama, Music, Romance",PG-13,"Twentieth Century Fox, Columbia Pictures Corporation, Other","Mariah Carey, Eric Benét, Max Beesley",10.0,3.0,40.5,22.0,62.5,390.0,9.0,2001.0,52.0
The Shipping News (2001),6.8,30306,2002-01-18,111.0,211.0,120.0,47.0,35000000.0,318502.0,11434216.0,13256225.0,USA,15.0,Drama,R,Miramax,"Kevin Spacey, Julianne Moore, Judi Dench",13.0,2.0,137.33333333333334,76.66666666666667,214.0,348.66666666666674,1.0,2002.0,47.0
Domestic Disturbance (2001),5.5,22774,2001-11-02,89.0,192.0,99.0,29.0,75000000.0,14033112.0,45246095.0,59249294.0,USA,4.0,"Crime, Mystery, Thriller",PG-13,"Paramount Pictures, De Line Pictures, Other","John Travolta, Nick Loren, James Lashly",3.0,1.0,58.0,52.0,110.0,525.0,11.0,2001.0,43.0
Down to Earth (2001),5.4,20143,2001-02-16,87.0,121.0,62.0,32.0,49000000.0,20027309.0,64186502.0,71186502.0,Germany,3.0,"Comedy, Fantasy",PG-13,"3 Arts Entertainment, Alphaville Films, Other","Chris Rock, Regina King, Chazz Palminteri",3.0,0.0,36.333333333333336,13.0,49.33333333333334,267.6666666666667,2.0,2001.0,30.0
The Cat's Meow (2001),6.4,7195,2002-05-03,114.0,124.0,106.0,63.0,7000000.0,111037.0,3209481.0,3646994.0,UK,2.0,"Drama, Romance",PG-13,"Lions Gate Films, Other, Other","Kirsten Dunst, Cary Elwes, Edward Herrmann",1.0,1.0,26.66666666666667,11.0,37.66666666666666,219.33333333333331,5.0,2002.0,37.0
Town & Country (2001),4.4,4397,2001-04-27,104.0,92.0,61.0,34.0,90000000.0,3029858.0,6719973.0,3652318.0,USA,6.0,"Comedy, Romance",R,"New Line Cinema, Sidney Kimmel Entertainment, Other","Warren Beatty, Diane Keaton, Nastassja Kinski",5.0,1.0,37.66666666666666,27.66666666666667,65.33333333333333,196.33333333333331,4.0,2001.0,39.0
Nirgendwo in Afrika (2001),7.6,11438,2003-05-16,141.0,85.0,76.0,72.0,8154392.946217119,22070.0,6173485.0,17873182.0,Germany,25.0,"Biography, Drama",R,"Bavaria Film, Other, Other","Juliane Köhler, Merab Ninidze, Matthias Habich",6.0,19.0,4.0,6.0,10.0,113.0,5.0,2003.0,44.0
Mad Love (2001),6.7,3378,2002-08-30,115.0,33.0,29.0,55.0,5591583.734548882,31417.0,279605.0,9200000.0,Spain,26.0,"Biography, Drama, History, Romance",R,"Canal+ España, Other, Eurimages","Pilar López de Ayala, Daniele Liotti, Rosana Pastor",12.0,14.0,4.5,8.0,12.5,66.5,8.0,2002.0,35.0
Thirteen Conversations About One Thing (2001),7.1,9056,2002-07-05,104.0,116.0,80.0,74.0,4500000.0,89499.0,3288164.0,418488.0,USA,15.0,Drama,R,"Other, Other, Other","Alan Arkin, John Turturro, Matthew McConaughey",7.0,8.0,58.33333333333334,30.66666666666667,89.0,250.0,7.0,2002.0,37.0
Harry Potter and the Chamber of Secrets (2002),7.4,457498,2002-11-15,161.0,883.0,230.0,63.0,100000000.0,88357488.0,261988482.0,878979634.0,UK,56.0,"Adventure, Family, Fantasy, Mystery",PG,"Warner Bros., Heyday Films, 1492 Pictures","Daniel Radcliffe, Rupert Grint, Emma Watson",45.0,11.0,38.66666666666666,14.0,52.66666666666666,207.0,11.0,2002.0,50.0
Spider-Man (2002),7.3,610236,2002-05-03,121.0,2051.0,302.0,73.0,139000000.0,114844116.0,403706375.0,821708551.0,USA,79.0,"Action, Adventure, Sci-Fi",PG-13,"Columbia Pictures Corporation, Marvel Enterprises, Other","Tobey Maguire, Kirsten Dunst, Willem Dafoe",63.0,16.0,54.66666666666666,34.333333333333336,89.0,257.0,5.0,2002.0,37.0
The Lord of the Rings: The Two Towers (2002),8.7,1271145,2002-12-18,179.0,2459.0,307.0,87.0,94000000.0,62007528.0,342551365.0,926047111.0,USA,259.0,"Adventure, Drama, Fantasy",PG-13,"New Line Cinema, WingNut Films, Other","Elijah Wood, Ian McKellen, Viggo Mortensen",137.0,122.0,64.66666666666667,35.666666666666664,100.33333333333331,333.3333333333333,12.0,2002.0,34.0
Catch Me If You Can (2002),8.1,663265,2002-12-25,141.0,709.0,207.0,75.0,52000000.0,30082000.0,164615351.0,352114312.0,USA,57.0,"Biography, Crime, Drama",PG-13,"DreamWorks, Other, Other","Leonardo DiCaprio, Tom Hanks, Christopher Walken",43.0,14.0,130.66666666666666,68.0,198.66666666666663,434.66666666666674,12.0,2002.0,34.0
City of God (2002),8.6,611098,2004-02-13,130.0,855.0,214.0,79.0,3300000.0,114442.0,7563397.0,18062482.0,Brazil,108.0,"Crime, Drama",R,"Other, Other, Other","Alexandre Rodrigues, Leandro Firmino, Matheus Nachtergaele",42.0,66.0,21.0,31.0,52.0,75.0,2.0,2004.0,32.0
The Time Machine (2002),5.9,110169,2002-03-08,96.0,627.0,124.0,42.0,80000000.0,22610437.0,56684819.0,123729176.0,USA,6.0,"Action, Adventure, Sci-Fi",PG-13,"Warner Bros., DreamWorks, Parkes+MacDonald Image Nation","Guy Pearce, Yancey Arias, Mark Addy",4.0,2.0,22.5,5.5,28.0,131.0,3.0,2002.0,37.0
Gangs of New York (2002),7.5,355267,2002-12-20,167.0,1201.0,229.0,72.0,100000000.0,9496870.0,77812000.0,193772504.0,USA,184.0,"Crime, Drama",R,"Miramax, Initial Entertainment Group (IEG), Other","Leonardo DiCaprio, Cameron Diaz, Daniel Day-Lewis",134.0,50.0,128.0,90.0,218.0,269.3333333333333,12.0,2002.0,34.0
Halloween: Resurrection (2002),4.1,30719,2002-07-12,94.0,633.0,156.0,19.0,15000000.0,12292121.0,30354442.0,37664855.0,USA,2.0,"Comedy, Horror, Thriller",R,"Dimension Films, Other, Other","Jamie Lee Curtis, Busta Rhymes, Brad Loree",1.0,1.0,28.0,12.0,40.0,303.0,7.0,2002.0,37.0
Ice Age (2002),7.5,375338,2002-03-15,81.0,473.0,191.0,60.0,59000000.0,46312454.0,176387405.0,383257136.0,USA,35.0,"Animation, Adventure, Comedy, Family, Fantasy",PG,"Twentieth Century Fox, Blue Sky Studios, Twentieth Century Fox Animation","Denis Leary, John Leguizamo, Ray Romano",30.0,5.0,31.66666666666667,10.0,41.66666666666666,273.0,3.0,2002.0,37.0
Star Wars: Episode II - Attack of the Clones (2002),6.6,544526,2002-05-16,142.0,3556.0,304.0,54.0,115000000.0,80027814.0,310675583.0,649398328.0,USA,79.0,"Action, Adventure, Fantasy, Sci-Fi",PG,Lucasfilm,"Hayden Christensen, Natalie Portman, Ewan McGregor",62.0,17.0,65.33333333333333,40.333333333333336,105.66666666666669,236.0,5.0,2002.0,37.0
28 Days Later... (2002),7.6,332134,2003-06-27,113.0,1454.0,237.0,73.0,8000000.0,10061858.0,45064915.0,37654970.0,UK,41.0,"Drama, Horror, Sci-Fi, Thriller",R,"DNA Films, Other","Cillian Murphy, Naomie Harris, Christopher Eccleston",31.0,10.0,34.666666666666664,10.0,44.66666666666666,126.33333333333331,6.0,2003.0,38.0
Red Dragon (2002),7.2,223100,2002-10-04,124.0,771.0,212.0,60.0,78000000.0,36540945.0,93149898.0,209196298.0,Germany,14.0,"Crime, Drama, Thriller",R,"Universal Pictures, Dino De Laurentiis Company, Metro-Goldwyn-Mayer (MGM)","Anthony Hopkins, Edward Norton, Ralph Fiennes",10.0,4.0,81.66666666666667,44.0,125.66666666666669,270.0,10.0,2002.0,57.0
The Pianist (2002),8.5,596684,2003-03-28,150.0,802.0,185.0,85.0,35000000.0,111261.0,32572577.0,120072577.0,France,129.0,"Biography, Drama, Music, War",R,"Other, Other, Studio Babelsberg","Adrien Brody, Thomas Kretschmann, Frank Finlay",73.0,56.0,15.666666666666664,6.333333333333332,22.0,167.66666666666666,3.0,2003.0,33.0
The Bourne Identity (2002),7.9,457566,2002-06-14,119.0,872.0,240.0,68.0,60000000.0,27118640.0,121661683.0,214034224.0,USA,9.0,"Action, Mystery, Thriller",PG-13,"Universal Pictures, Kennedy/Marshall Company, Other","Franka Potente, Matt Damon, Chris Cooper",6.0,3.0,63.33333333333334,26.66666666666667,90.0,222.66666666666663,6.0,2002.0,30.0
The Ring (2002),7.1,285649,2002-10-18,115.0,1649.0,283.0,57.0,48000000.0,15015393.0,129128133.0,249348933.0,USA,26.0,"Horror, Mystery",PG-13,"DreamWorks, Parkes+MacDonald Image Nation, BenderSpink","Naomi Watts, Martin Henderson, Brian Cox",12.0,14.0,38.333333333333336,22.0,60.33333333333334,209.66666666666663,10.0,2002.0,57.0
8 Mile (2002),7.1,215811,2002-11-08,110.0,585.0,123.0,77.0,41000000.0,51240555.0,116724075.0,242875078.0,USA,36.0,"Drama, Music",R,"Imagine Entertainment, Other","Marshall Mathers, Brittany Murphy, Kim Basinger",21.0,15.0,21.5,8.5,30.0,173.5,11.0,2002.0,50.0
Men in Black II (2002),6.1,295029,2002-07-03,88.0,614.0,208.0,49.0,140000000.0,52148751.0,190418803.0,441818803.0,USA,20.0,"Action, Adventure, Comedy, Mystery, Sci-Fi",PG-13,"Columbia Pictures Corporation, Columbia Pictures, Amblin Entertainment","Tommy Lee Jones, Will Smith, Rip Torn",16.0,4.0,78.0,36.66666666666666,114.66666666666669,360.66666666666674,7.0,2002.0,37.0
Chicago (2002),7.2,193016,2003-01-24,113.0,1034.0,225.0,82.0,45000000.0,2074929.0,170687518.0,306776732.0,USA,185.0,"Comedy, Crime, Musical",PG-13,"Miramax, Other, Other","Renée Zellweger, Catherine Zeta-Jones, Richard Gere",128.0,57.0,44.33333333333334,22.66666666666667,67.0,251.66666666666663,1.0,2003.0,56.0
Minority Report (2002),7.7,448199,2002-06-21,145.0,1345.0,258.0,80.0,102000000.0,35677125.0,132072926.0,358372926.0,USA,107.0,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi, Thriller",PG-13,"Twentieth Century Fox, DreamWorks, Cruise/Wagner Productions","Tom Cruise, Colin Farrell, Samantha Morton",88.0,19.0,64.66666666666667,28.66666666666667,93.33333333333331,281.3333333333333,6.0,2002.0,30.0
Lilo & Stitch (2002),7.2,139578,2002-06-21,85.0,375.0,191.0,73.0,80000000.0,35260212.0,145794338.0,273144151.0,USA,37.0,"Animation, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi",PG,"Walt Disney Pictures, Other, Walt Disney Feature Animation","Daveigh Chase, Chris Sanders, Tia Carrere",27.0,10.0,5.0,3.0,8.0,125.0,6.0,2002.0,30.0
We Were Soldiers (2002),7.2,116089,2002-03-01,138.0,752.0,147.0,65.0,75000000.0,20212543.0,78122718.0,114660784.0,USA,8.0,"Action, Drama, History, War",R,"Icon Entertainment International, Other, Other","Mel Gibson, Madeleine Stowe, Greg Kinnear",5.0,3.0,22.66666666666667,20.0,42.66666666666666,218.0,3.0,2002.0,37.0
Secretary (2002),7.0,74533,2002-10-11,107.0,403.0,167.0,63.0,4000000.0,182306.0,4059680.0,9304609.0,USA,41.0,"Comedy, Drama, Romance",R,"Other, Other, Other","James Spader, Maggie Gyllenhaal, Jeremy Davies",26.0,15.0,29.0,11.0,40.0,107.66666666666669,10.0,2002.0,57.0
Unfaithful (2002),6.7,70583,2002-05-10,124.0,542.0,153.0,63.0,50000000.0,14065277.0,52801000.0,122000000.0,USA,19.0,"Drama, Thriller",R,"Fox 2000 Pictures, Regency Enterprises, Epsilon Motion Pictures","Richard Gere, Diane Lane, Olivier Martinez",16.0,3.0,20.33333333333333,12.666666666666664,33.0,185.0,5.0,2002.0,37.0
My Big Fat Greek Wedding (2002),6.6,110591,2002-08-02,95.0,764.0,166.0,62.0,5000000.0,597362.0,241438208.0,368744044.0,Canada,49.0,"Comedy, Drama, Romance",PG,"Gold Circle Films, Home Box Office (HBO), Other","Nia Vardalos, John Corbett, Michael Constantine",29.0,20.0,14.0,5.0,19.0,121.0,8.0,2002.0,35.0
Signs (2002),6.7,300985,2002-08-02,106.0,2356.0,215.0,59.0,72000000.0,60117080.0,227966634.0,408247917.0,USA,37.0,"Drama, Mystery, Sci-Fi, Thriller",PG-13,"Touchstone Pictures, Other, Kennedy/Marshall Company","Mel Gibson, Joaquin Phoenix, Rory Culkin",34.0,3.0,53.0,25.66666666666667,78.66666666666667,187.0,8.0,2002.0,35.0
Die Another Day (2002),6.1,184704,2002-11-22,133.0,1195.0,263.0,56.0,142000000.0,47072040.0,160942139.0,431971116.0,UK,42.0,"Action, Adventure, Thriller",PG-13,"Other, Other, Metro-Goldwyn-Mayer (MGM)","Pierce Brosnan, Halle Berry, Rosamund Pike",36.0,6.0,51.66666666666666,30.0,81.66666666666667,301.0,11.0,2002.0,50.0
Insomnia (2002),7.2,244191,2002-05-24,118.0,670.0,186.0,78.0,46000000.0,20930169.0,67355513.0,113714830.0,USA,11.0,"Drama, Mystery, Thriller",R,"Alcon Entertainment, Other, Other","Al Pacino, Robin Williams, Hilary Swank",10.0,1.0,65.33333333333333,55.33333333333334,120.66666666666669,363.33333333333326,5.0,2002.0,37.0
Resident Evil (2002),6.7,223317,2002-03-15,100.0,1155.0,231.0,33.0,33000000.0,17707106.0,40119709.0,62321149.0,UK,7.0,"Action, Horror, Sci-Fi",R,"Constantin Film, Other, Davis-Films","Milla Jovovich, Michelle Rodriguez, Ryan McCluskey",7.0,0.0,22.5,6.0,28.5,168.5,3.0,2002.0,37.0
Cabin Fever (2002),5.6,67864,2003-09-12,93.0,776.0,262.0,56.0,1500000.0,8633585.0,21158188.0,30553394.0,USA,14.0,Horror,R,"Other, Other, Other","Jordan Ladd, Rider Strong, James DeBello",12.0,2.0,3.0,2.0,5.0,71.0,9.0,2003.0,46.0
About a Boy (2002),7.1,154817,2002-05-17,101.0,404.0,160.0,75.0,30000000.0,8557630.0,41385278.0,130549455.0,UK,41.0,"Comedy, Drama, Romance",PG-13,"Universal Pictures, StudioCanal, Tribeca Productions","Hugh Grant, Nicholas Hoult, Toni Collette",30.0,11.0,32.0,16.666666666666668,48.66666666666666,196.33333333333331,5.0,2002.0,37.0
xXx (2002),5.9,160519,2002-08-09,124.0,744.0,200.0,48.0,70000000.0,44506103.0,142109382.0,277448382.0,USA,18.0,"Action, Adventure, Thriller",PG-13,"Revolution Studios, Original Film","Vin Diesel, Asia Argento, Marton Csokas",14.0,4.0,16.0,8.666666666666666,24.66666666666667,175.33333333333337,8.0,2002.0,35.0
Road to Perdition (2002),7.7,220644,2002-07-12,117.0,1024.0,226.0,72.0,80000000.0,22079481.0,104454762.0,181001478.0,USA,104.0,"Crime, Drama, Thriller",R,"DreamWorks, Twentieth Century Fox, Zanuck Company","Tom Hanks, Tyler Hoechlin, Rob Maxey",81.0,23.0,79.0,43.5,122.5,361.5,7.0,2002.0,37.0
Ghost Ship (2002),5.5,83143,2002-10-25,91.0,483.0,158.0,28.0,35000000.0,11503423.0,30113491.0,38236393.0,USA,1.0,Horror,R,"Warner Bros., Village Roadshow Pictures, NPV Entertainment","Julianna Margulies, Gabriel Byrne, Ron Eldard",1.0,0.0,29.0,10.0,39.0,138.33333333333334,10.0,2002.0,57.0
The Rules of Attraction (2002),6.7,46718,2002-10-11,110.0,425.0,137.0,50.0,4000000.0,2532410.0,6532619.0,11805917.0,Germany,5.0,"Comedy, Drama, Romance",R,"Other, Other","James Van Der Beek, Ian Somerhalder, Shannyn Sossamon",3.0,2.0,9.0,6.666666666666668,15.666666666666664,110.33333333333331,10.0,2002.0,57.0
Frida (2002),7.4,70871,2002-11-22,123.0,278.0,127.0,61.0,12000000.0,205996.0,25885000.0,56298474.0,USA,63.0,"Biography, Drama, Romance",R,"Other, Lions Gate Films, Miramax","Salma Hayek, Alfred Molina, Geoffrey Rush",46.0,17.0,57.66666666666666,25.0,82.66666666666667,262.0,11.0,2002.0,50.0
Austin Powers in Goldmember (2002),6.2,177154,2002-07-26,94.0,799.0,170.0,62.0,63000000.0,73071188.0,213307889.0,296655431.0,USA,27.0,"Action, Adventure, Comedy, Crime",PG-13,"New Line Cinema, Other, Team Todd","Mike Myers, Beyoncé, Seth Green",22.0,5.0,68.66666666666667,33.333333333333336,102.0,522.3333333333334,7.0,2002.0,37.0
Treasure Planet (2002),7.1,84729,2002-11-27,95.0,229.0,131.0,60.0,140000000.0,12083248.0,38176783.0,109578115.0,USA,15.0,"Animation, Adventure, Family, Sci-Fi",PG,"Walt Disney Feature Animation, Walt Disney Pictures","Joseph Gordon-Levitt, Emma Thompson, Martin Short",14.0,1.0,68.66666666666667,31.0,99.66666666666669,286.6666666666667,11.0,2002.0,50.0
One Hour Photo (2002),6.8,104983,2002-09-13,96.0,616.0,209.0,64.0,12000000.0,321515.0,31597131.0,19500000.0,USA,27.0,"Drama, Thriller",R,"Fox Searchlight Pictures, Other, Killer Films","Robin Williams, Connie Nielsen, Michael Vartan",21.0,6.0,32.666666666666664,23.0,55.66666666666666,268.6666666666667,9.0,2002.0,45.0
Panic Room (2002),6.8,228141,2002-03-29,112.0,867.0,245.0,65.0,48000000.0,30056751.0,96397334.0,196397415.0,USA,10.0,"Crime, Drama, Thriller",R,"Columbia Pictures Corporation, Other, Other","Jodie Foster, Kristen Stewart, Forest Whitaker",9.0,1.0,56.0,53.66666666666666,109.66666666666669,292.6666666666667,3.0,2002.0,37.0
Equilibrium (2002),7.5,285990,2002-12-06,107.0,1161.0,149.0,33.0,20000000.0,541512.0,1203974.0,5359645.0,USA,2.0,"Action, Drama, Sci-Fi, Thriller",R,"Dimension Films, Other","Christian Bale, Sean Bean, Emily Watson",2.0,0.0,49.33333333333334,37.333333333333336,86.66666666666669,185.33333333333331,12.0,2002.0,34.0
Two Weeks Notice (2002),6.1,94516,2002-12-20,101.0,271.0,118.0,42.0,60000000.0,14328494.0,93354851.0,199043242.0,USA,5.0,"Comedy, Romance",PG-13,"Castle Rock Entertainment, Village Roadshow Pictures, NPV Entertainment","Sandra Bullock, Hugh Grant, Alicia Witt",3.0,2.0,48.33333333333334,32.666666666666664,81.0,241.66666666666663,12.0,2002.0,34.0
The Scorpion King (2002),5.5,115036,2002-04-19,92.0,440.0,167.0,45.0,60000000.0,36075875.0,91047077.0,165333180.0,USA,5.0,"Action, Adventure, Fantasy, Thriller",PG-13,"Universal Pictures, Alphaville Films, Other","Dwayne Johnson, Steven Brand, Michael Clarke Duncan",3.0,2.0,23.0,5.333333333333333,28.33333333333333,297.0,4.0,2002.0,38.0
The Hours (2002),7.6,112535,2003-02-14,110.0,668.0,166.0,80.0,25000000.0,338622.0,41675994.0,108846072.0,USA,167.0,"Drama, Romance",PG-13,"Paramount Pictures, Miramax, Scott Rudin Productions","Meryl Streep, Nicole Kidman, Julianne Moore",125.0,42.0,229.33333333333331,125.0,354.33333333333326,404.33333333333326,2.0,2003.0,31.0
Sweet Home Alabama (2002),6.2,92012,2002-09-27,108.0,397.0,72.0,45.0,38000000.0,35648740.0,127223418.0,53399006.0,USA,9.0,"Comedy, Romance",PG-13,"Touchstone Pictures, Original Film, Other","Reese Witherspoon, Patrick Dempsey, Josh Lucas",6.0,3.0,42.0,21.66666666666667,63.66666666666666,211.0,9.0,2002.0,45.0
Enough (2002),5.7,34360,2002-05-24,115.0,239.0,87.0,25.0,38000000.0,17213137.0,40007742.0,11793445.0,USA,4.0,"Crime, Drama, Thriller",PG-13,"Columbia Pictures Corporation, Other","Jennifer Lopez, Billy Campbell, Tessa Allen",4.0,0.0,37.5,15.0,52.5,365.5,5.0,2002.0,37.0
40 Days and 40 Nights (2002),5.6,65635,2002-03-01,96.0,210.0,135.0,53.0,17000000.0,12229529.0,37950822.0,95146283.0,USA,3.0,"Comedy, Romance",R,"Miramax, Other, StudioCanal","Josh Hartnett, Shannyn Sossamon, Paulo Costanzo",2.0,1.0,12.0,2.0,14.0,87.5,3.0,2002.0,37.0
Bend It Like Beckham (2002),6.7,96752,2003-08-01,112.0,439.0,159.0,66.0,4613351.487145151,161528.0,32543449.0,76583333.0,UK,37.0,"Comedy, Drama, Romance, Sport",PG-13,"Other, Film Council, Other","Parminder Nagra, Keira Knightley, Jonathan Rhys Meyers",20.0,17.0,55.5,17.5,73.0,163.0,8.0,2003.0,52.0
Reign of Fire (2002),6.2,116016,2002-07-12,101.0,581.0,142.0,39.0,60000000.0,15632281.0,43061982.0,82150183.0,USA,4.0,"Action, Adventure, Fantasy, Sci-Fi, Thriller",PG-13,"Spyglass Entertainment, Touchstone Pictures, Other","Matthew McConaughey, Christian Bale, Izabella Scorupco",3.0,1.0,53.66666666666666,37.66666666666666,91.33333333333331,184.0,7.0,2002.0,37.0
The Sum of All Fears (2002),6.4,93529,2002-05-31,124.0,573.0,175.0,45.0,68000000.0,31178526.0,118907036.0,193921372.0,USA,6.0,"Action, Drama, Thriller, War",PG-13,"Paramount Pictures, Other, Other","Ben Affleck, Morgan Freeman, Ian Mongrain",4.0,2.0,93.0,66.5,159.5,458.5,5.0,2002.0,37.0
Punch-Drunk Love (2002),7.3,125180,2002-11-01,95.0,903.0,276.0,78.0,25000000.0,367203.0,17844216.0,24665649.0,USA,50.0,"Comedy, Drama, Romance, Thriller",R,"New Line Cinema, Revolution Studios, Other","Adam Sandler, Emily Watson, Philip Seymour Hoffman",36.0,14.0,77.0,57.66666666666666,134.66666666666666,262.3333333333333,11.0,2002.0,50.0
Blade II (2002),6.7,178308,2002-03-22,117.0,569.0,233.0,52.0,54000000.0,32528016.0,82348319.0,155010032.0,Germany,16.0,"Action, Horror, Sci-Fi, Thriller",R,"New Line Cinema, Other, Marvel Enterprises","Wesley Snipes, Kris Kristofferson, Ron Perlman",10.0,6.0,9.333333333333334,7.333333333333332,16.666666666666668,339.6666666666667,3.0,2002.0,37.0
John Q (2002),7.1,110349,2002-02-15,116.0,400.0,128.0,30.0,36000000.0,23612171.0,71756802.0,102244770.0,USA,10.0,"Crime, Drama, Thriller",PG-13,"New Line Cinema, Other, Other","Denzel Washington, Robert Duvall, Gabriela Oltean",8.0,2.0,114.0,70.0,184.0,353.0,2.0,2002.0,40.0
Like Mike (2002),5.2,16839,2002-07-03,99.0,72.0,38.0,47.0,30000000.0,12179420.0,51432423.0,62432423.0,USA,7.0,"Comedy, Family, Fantasy, Sport",PG,"Twentieth Century Fox, Other, Other","Shad Moss, Jonathan Lipnicki, Morris Chestnut",6.0,1.0,4.666666666666667,1.6666666666666667,6.333333333333332,124.33333333333331,7.0,2002.0,37.0
Barbershop (2002),6.3,26810,2002-09-13,102.0,154.0,91.0,66.0,12000000.0,20627433.0,75782105.0,77063924.0,USA,18.0,"Comedy, Drama",PG-13,"Metro-Goldwyn-Mayer (MGM), Other, Cube Vision","Ice Cube, Cedric the Entertainer, Eve",17.0,1.0,20.0,9.0,29.0,366.5,9.0,2002.0,45.0
Blue Crush (2002),5.7,27796,2002-08-16,104.0,214.0,70.0,61.0,30000000.0,14169455.0,40390647.0,11209000.0,USA,8.0,"Drama, Romance, Sport",PG-13,"Universal Pictures, Imagine Entertainment, Other","Kate Bosworth, Michelle Rodriguez, Matthew Davis",7.0,1.0,12.0,4.0,16.0,106.66666666666669,8.0,2002.0,35.0
The Sweetest Thing (2002),5.1,50180,2002-04-12,88.0,405.0,99.0,32.0,43000000.0,9430667.0,24718164.0,43978606.0,USA,5.0,"Comedy, Romance",R,"Columbia Pictures Corporation, Other","Cameron Diaz, Thomas Jane, Christina Applegate",4.0,1.0,39.333333333333336,15.333333333333336,54.66666666666666,239.66666666666663,4.0,2002.0,38.0
Ying xiong (2002),7.9,161398,2004-08-27,107.0,853.0,285.0,85.0,31000000.0,18004319.0,53710019.0,177394432.0,China,77.0,"Action, Adventure, History",PG-13,"Other, China Film Co-Production Corporation, Other","Jet Li, Tony Chiu-Wai Leung, Maggie Cheung",40.0,37.0,17.666666666666668,16.333333333333332,34.0,110.66666666666669,8.0,2004.0,41.0
Spirit: Stallion of the Cimarron (2002),7.1,53635,2002-05-24,83.0,227.0,106.0,52.0,80000000.0,23213736.0,73280117.0,122563539.0,USA,32.0,"Animation, Adventure, Family, Western",G,"DreamWorks Animation, DreamWorks","Matt Damon, James Cromwell, Daniel Studi",22.0,10.0,83.0,21.5,104.5,366.0,5.0,2002.0,37.0
Star Trek: Nemesis (2002),6.4,64945,2002-12-13,116.0,849.0,177.0,51.0,60000000.0,18513305.0,43254409.0,67312826.0,USA,5.0,"Action, Adventure, Sci-Fi, Thriller",PG-13,"Paramount Pictures, Other","Patrick Stewart, Jonathan Frakes, Brent Spiner",4.0,1.0,20.33333333333333,6.333333333333332,26.66666666666667,261.6666666666667,12.0,2002.0,34.0
Maid in Manhattan (2002),5.1,75478,2002-12-13,105.0,242.0,112.0,45.0,55000000.0,18711407.0,94011225.0,154906693.0,USA,9.0,"Comedy, Drama, Romance",PG-13,"Revolution Studios, Other, Hughes Entertainment","Jennifer Lopez, Ralph Fiennes, Natasha Richardson",8.0,1.0,58.66666666666666,22.0,80.66666666666667,317.3333333333333,12.0,2002.0,34.0
Crossroads (2002),3.4,35887,2002-02-15,93.0,580.0,112.0,27.0,12000000.0,17014226.0,37191304.0,61141030.0,USA,17.0,"Comedy, Drama, Romance",PG-13,"Other, MTV Films, Paramount Pictures","Britney Spears, Anson Mount, Zoe Saldana",15.0,2.0,29.5,7.0,36.5,146.5,2.0,2002.0,40.0
Mr. Deeds (2002),5.8,122114,2002-06-28,96.0,311.0,116.0,24.0,50000000.0,37162787.0,126293452.0,171269535.0,USA,14.0,"Comedy, Romance",PG-13,"Columbia Pictures Corporation, New Line Cinema, Happy Madison Productions","Adam Sandler, Winona Ryder, John Turturro",9.0,5.0,52.66666666666666,30.0,82.66666666666667,292.3333333333333,6.0,2002.0,30.0
Phone Booth (2002),7.1,228726,2003-04-04,81.0,640.0,218.0,56.0,13000000.0,15021088.0,46566212.0,97837138.0,USA,9.0,"Crime, Thriller",R,"Fox 2000 Pictures, Other","Colin Farrell, Kiefer Sutherland, Forest Whitaker",8.0,1.0,54.66666666666666,30.33333333333333,85.0,290.0,4.0,2003.0,38.0
The Mothman Prophecies (2002),6.5,69025,2002-01-25,119.0,465.0,165.0,52.0,32000000.0,11208851.0,35746370.0,55157539.0,USA,3.0,"Drama, Horror, Mystery, Thriller",PG-13,Lakeshore Entertainment,"Richard Gere, Laura Linney, David Eigenberg",2.0,1.0,59.0,30.0,89.0,248.5,1.0,2002.0,47.0
